"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","log","lan"
"93","high reliability","Quadrat","place",9613.928907,"road",0.003764797,"Y","Y","N","Y",2.40000009536743,-0.0007999999797903,16,95,122,113,0.721599996089935,0.00510000018402934,0,1.76559710502625,274.031585693359,17.7374000549316,70.2626037597656,11.7374000549316,113,18.6455993652344,147.46611,-38.10861
"94","high reliability","Quadrat","place",3285.748046,"road",0.009316911,"Y","Y","N","Y",1,-0.00879999995231628,16,95,122,102,0.611199975013733,0.00300000002607703,0,1.76559710502625,271.635101318359,22.3649005889893,67.9446029663086,15.3648996353149,102,18.4650001525879,147.5525,-38.05694
"95","high reliability","Quadrat","place",3708.027505,"road",0.004276065,"Y","Y","N","Y",2.79999995231628,0.00100000004749745,16,95,122,16,0.794200003147125,0.00620000017806888,0,1.76559710502625,270.836486816406,16.1634006500244,69.8366012573242,12.1633996963501,113,17.3432006835937,147.3825,-38.18111
"96","high reliability","Quadrat","place",10589.62108,"watercourse_stream",0.019126592,"Y","Y","N","N",243.800003051758,-0.0785000026226044,15,90,112,3,1.99639999866486,0.0108000002801418,0.0978607088327408,14.2814846038818,317.330993652344,-20.3330993652344,85.6268005371094,23.6215000152588,3,15.7222003936768,142.02705,-37.34543
"97","high reliability","Quadrat","rail_station",3825.042946,"road",0.004976473,"Y","Y","N","N",410.200012207031,-0.0663999989628792,32,120,100,16,2.27270007133484,0.0230000000447035,1.17838609218597,10.5539445877075,290.630401611328,3.30080008506775,62.3791007995605,26.3008003234863,3,14.8451995849609,143.42188,-37.44159
"98","high reliability","Quadrat","place",1877.860573,"road",0.003782541,"Y","Y","N","N",221.199996948242,-0.00350000010803342,35,121,81,16,2.12260007858276,0.0129000004380941,0.772415399551392,13.3170118331909,323.258697509766,-4.20120000839233,62.2011985778809,25.2728004455566,3,16.1483001708984,144.339632,-36.788254
"99","high reliability","Quadrat","place",10401.50243,"watercourse_stream",0.017603664,"Y","Y","N","N",243.199996948242,-0.0544000007212162,15,90,112,3,1.99240005016327,0.0118000004440546,0.0983258485794067,12.1965684890747,318.717590332031,-21.8108005523682,87.564697265625,22.142599105835,3,15.569299697876,142.031705,-37.353206
"100","high reliability","Quadrat","place",6687.091575,"road",0.016986605,"Y","Y","N","Y",6,-0.00179999996908009,16,154,122,2,0.945299983024597,0.00120000005699694,0,1.76559710502625,271.882904052734,21.1399002075195,67.8828964233398,15.1170997619629,2,18.4167995452881,147.51778,-38.07056
"101","high reliability","Quadrat","place",3792.190554,"road",0.000892244,"Y","Y","N","Y",4.19999980926514,0.00380000006407499,16,95,122,16,0.892300009727478,0.00350000010803342,0,1.76559710502625,270.534301757812,16.4657001495361,69.5343017578125,12.4657001495361,113,17.11549949646,147.37361,-38.18472
"102","high reliability","Quadrat","place",10397.17348,"road",0.001892481,"Y","Y","N","Y",7.59999990463257,0.00999999977648258,16,95,122,2,1.02059996128082,0.00219999998807907,0,1.76559710502625,270.318603515625,20.6814002990723,67.318603515625,14.6817998886108,2,17.9871997833252,147.4775,-38.105
"103","high reliability","Quadrat","place",7105.347246,"road",0.001405745,"Y","Y","N","Y",7.80000019073486,0.00100000004749745,16,95,122,2,1.02939999103546,0.00170000002253801,0,1.76559710502625,270.980804443359,19.0191993713379,67.9809036254883,14.0192003250122,2,17.494800567627,147.44333,-38.12639
"104","low reliability","Quadrat","place",4836.480385,"watercourse_stream",0.004711739,"Y","N","N","N",75.5999984741211,0.200200006365776,17,92,106,16,1.77579998970032,0.0293000005185604,0.289678514003754,12.1579122543335,299.916107177734,11.6129999160767,85.1104965209961,23.4272994995117,3,14.4920997619629,145.29947,-37.6904
"105","low reliability","Species List for Defined Area","place",404.9286667,"road",0.001016639,"N","N","N","N",46.4000015258789,0.294900000095367,64,102,106,19,1.48870003223419,0.048300001770258,0.814656019210815,11.8306226730347,301.215911865234,10.3687000274658,85.4512023925781,17.0965003967285,3,15.6335000991821,145.15768,-37.6679
"106","high reliability","Quadrat","place",7421.93229,"road",0.014557854,"Y","Y","N","N",185.319595336914,0.00260000000707805,30,112,98,6,1.35629999637604,0.00120000005699694,0.32270810008049,8.00831890106201,306.533386230469,-3.53329992294311,64.6510009765625,46.4667015075684,6,16.3528003692627,141.34336,-36.9871
"107","high reliability","Quadrat","place",8409.52065,"road",0.024960663,"N","N","N","N",169.557601928711,0.00389999989420176,42,50,98,18,1.55219995975494,0.00769999995827675,0.229184791445732,2.33614063262939,321.010101318359,-11.0101003646851,70.0101013183594,27.9899005889893,109,15.8320999145508,141.5015,-36.79341
"108","high reliability","Incidental","place",4169.853243,"road",0.000125091,"N","N","N","N",36.2000007629395,-0.0476000010967255,26,134,121,19,1.56550002098084,0.0181000009179115,0.198056757450104,5.2574610710144,264.196105957031,-1.19609999656677,95.5199966430664,19.8038997650146,109,15.5628004074097,144.543,-38.21977
"109","low reliability","Species List for Defined Area","place",2372.187194,"watercourse_river",0.007692313,"Y","N","N","N",125.400001525879,0.246000006794929,64,102,106,8,2.0246000289917,0.049600001424551,0.909267842769623,10.7999124526978,296.243804931641,13.9359998703003,81.1756973266602,24.7938003540039,8,13.0445995330811,145.2074,-37.620383
"110","high reliability","Quadrat","mountain",1950.286286,"road",0.009309697,"Y","Y","N","N",254.600006103516,-0.00130000000353903,26,134,125,16,1.81120002269745,0.0208999998867512,0.384227573871612,9.20892810821533,289.880706787109,-0.557799994945526,71.8800964355469,33.1193008422852,109,15.7435998916626,142.33194,-37.60111
"111","high reliability","Quadrat","airport",9932.275804,"road",0.008431252,"Y","Y","N","N",139,0.0165999997407198,37,140,117,16,1.97179996967316,0.0187999997287989,0.142335042357445,4.15234518051147,282.767791748047,-0.767799973487854,70.7677993774414,59.2322006225586,106,16.4652004241943,141.25806,-37.58028
"112","high reliability","Quadrat","place",8247.119987,"watercourse_river",0.009236411,"Y","Y","Y","Y",738,-0.716400027275085,67,69,92,16,2.86050009727478,0.0489000007510185,2.99882817268372,19.2692108154297,287.044189453125,13.5166997909546,35.5219993591309,30.4892997741699,12,11.6639003753662,147.77861,-36.90917
"113","high reliability","Quadrat","place",6645.945131,"road",0.017688793,"Y","Y","N","Y",5.59999990463257,0,16,154,122,2,0.925300002098084,0.00350000010803342,0,1.76559710502625,271.83740234375,21.2908992767334,67.83740234375,15.1625995635986,2,18.5496997833252,147.51778,-38.06972
"114","high reliability","Quadrat","place",3334.569267,"road",0.002146437,"N","Y","N","Y",3,0.00209999992512166,16,95,122,2,0.78250002861023,0.00400000018998981,0,1.76559710502625,271.806396484375,22.1935997009277,68.806396484375,15.1935997009277,2,18.3789005279541,147.55667,-38.06278
"115","high reliability","Quadrat","place",3815.050706,"road",0.000493806,"Y","Y","N","Y",3.20000004768372,0.0031999999191612,16,95,122,16,0.833299994468689,0.00730000017210841,0,1.76559710502625,270.624298095703,16.3756999969482,69.6242980957031,12.3756999969482,113,17.0000991821289,147.37278,-38.185
"116","high reliability","Quadrat","place",8196.369486,"road",0.008014352,"Y","Y","N","Y",10.6000003814697,-0.0031999999191612,16,95,122,2,1.13039994239807,0.00240000011399388,0,1.76559710502625,269.06640625,21.1196002960205,66.8804016113281,15.625,2,17.5823993682861,147.46639,-38.12278
"117","high reliability","Quadrat","place",3212.686216,"road",0.005701335,"Y","Y","N","Y",1,0.00769999995827675,16,95,122,102,0.61269998550415,0.00680000009015203,0,1.76559710502625,271.556091308594,22.4438991546631,68.5560989379883,15.4439001083374,102,18.3442993164062,147.55528,-38.05944
"118","high reliability","Quadrat","place",10353.47848,"road",0.002165192,"Y","Y","N","Y",6.19999980926514,0.0015999999595806,16,95,122,16,0.958299994468689,0.00800000037997961,0,1.76559710502625,270.603485107422,20.3967990875244,67.6032028198242,14.3984003067017,2,18.3092002868652,147.47639,-38.105
"119","high reliability","Quadrat","place",3676.697644,"road",0.004958358,"Y","Y","N","Y",3.20000004768372,0.00719999987632036,16,95,122,16,0.819500029087067,0.00480000022798777,0,1.76559710502625,270.648803710937,16.3512001037598,69.6488037109375,12.3512001037598,113,17.157600402832,147.38333,-38.18111
"120","high reliability","Species List for Defined Area","place",852.9109537,"road",0.000809781,"N","N","N","Y",10.6000003814697,0.00689999992027879,57,145,128,16,1.06980001926422,0.0107000004500151,0.0243452917784452,1.68424725532532,261.290496826172,23.9165000915527,88.2073974609375,75.6528015136719,113,17.0555000305176,145.87327,-38.70634
"121","high reliability","Quadrat","place",5936.22178,"watercourse_stream",0.013928033,"Y","Y","N","N",116.800003051758,-0.0216000005602837,37,140,125,6,1.92330002784729,0.010499999858439,0.18913859128952,4.51486778259277,265.341186523437,0.657999992370606,81.3450012207031,62.9793014526367,6,16.292200088501,141.6395,-38.05582
"122","high reliability","Quadrat","place",17516.61924,"road",0.059433191,"Y","Y","N","N",130,0.00039999998989515,30,112,84,16,1.58449995517731,0.00439999997615814,0.890963017940521,6.47763109207153,320.035705566406,-6.10370016098022,66.1036987304688,29.8962993621826,5,16.7178001403809,141.11378,-36.49705
"123","low reliability","Species List for Defined Area","place",5002.433123,"watercourse_stream",0.002974664,"Y","N","N","N",149,0.311599999666214,17,92,106,8,2.11809992790222,0.0263999998569488,0.906282424926758,11.5111045837402,292.915191650391,17.6648998260498,80.2384033203125,31.50950050354,8,12.2405004501343,145.249176,-37.651402
"124","high reliability","Quadrat","place",15261.46621,"state_border",0.030866501,"Y","Y","N","N",126.604202270508,-0.000699999975040555,30,112,127,103,1.59809994697571,0.00529999984428287,0.154085546731949,2.43189477920532,303.878601074219,-10.0809001922607,76.6519012451172,50.9169006347656,103,17.5277004241943,141.0025,-37.23444
"125","high reliability","Quadrat","place",9968.230147,"road",0.001051838,"Y","Y","N","N",124.599998474121,0.00430000014603138,20,149,127,17,1.74339997768402,0.0097000002861023,0.196446388959885,4.22606706619263,293.581512451172,-3.58150005340576,70.5814971923828,58.4184989929199,106,16.8722991943359,141.10472,-37.35528
"126","high reliability","Quadrat","place",1100.008492,"road",0.007178047,"N","N","N","N",232.399993896484,-0.0996999964118004,15,90,125,16,1.97179996967316,0.00899999961256981,0.175649061799049,12.1255388259888,304.223693847656,-11.8866996765137,81.8856964111328,28.1089000701904,109,14.9421997070313,142.04333,-37.53667
"127","high reliability","Quadrat","place",7415.865847,"road",0.002884921,"Y","Y","N","Y",6.40000009536743,-0.00540000014007092,16,95,122,2,0.968100011348724,0.00800000037997961,0,1.76559710502625,270.874786376953,19.8747005462646,67.8748016357422,14.1252002716065,2,17.355899810791,147.45306,-38.12583
"128","high reliability","Quadrat","place",5899.372018,"road",0.005269631,"Y","Y","N","Y",7.80000019073486,0.0097000002861023,16,95,122,2,1.0246000289917,0.00230000005103648,0,1.76559710502625,270.296905517578,22.3747997283936,67.2968978881836,15.7031002044678,2,17.8936004638672,147.53194,-38.07528
"129","high reliability","Quadrat","place",9594.785219,"road",0.003374931,"Y","Y","N","Y",2.40000009536743,-0.0007999999797903,16,95,122,113,0.721599996089935,0.00510000018402934,0,1.76559710502625,274.031585693359,17.7374000549316,70.2626037597656,11.7374000549316,113,18.6455993652344,147.46639,-38.10889
"130","high reliability","Quadrat","place",10254.36243,"road",0.001020422,"Y","Y","N","Y",6.40000009536743,0.00270000007003546,16,95,122,16,0.96780002117157,0.00620000017806888,0,1.76559710502625,270.569213867187,20.4307994842529,67.5691986083984,14.4675998687744,2,18.2091999053955,147.47667,-38.10611
"131","high reliability","Quadrat","place",3272.372703,"road",0.009542614,"Y","Y","N","Y",1.20000004768372,-0.00490000005811453,16,95,122,102,0.633199989795685,0.00249999994412065,0,1.76559710502625,271.662414550781,22.3376007080078,67.8415985107422,15.3375997543335,102,18.5699996948242,147.5525,-38.05667
"132","high reliability","Species List for Defined Area","place",444.5136512,"road",0.003914482,"N","Y","N","Y",-1.20000004768372,-0.000699999975040555,69,159,141,-99,0,0.00230000005103648,0.211312115192413,6.31136894226074,263.251586914062,23.7483997344971,88.2517013549805,47.7484016418457,-99,19.2250003814697,146.46018,-38.6953
"133","high reliability","Quadrat","mountain",7089.801674,"road",0.006636038,"Y","Y","N","N",454.200012207031,0.375499993562698,28,94,1,12,2.62249994277954,0.0489000007510185,1.50844931602478,9.85121154785156,306.551208496094,11.9927997589111,55.2486000061035,61.7764015197754,12,13.1386003494263,145.98854,-36.88737
"134","high reliability","Quadrat","airport",5209.012371,"watercourse_stream",0.009495092,"Y","Y","N","N",537.799987792969,-0.00209999992512166,19,100,105,109,2.66680002212524,0.00329999998211861,1.68403160572052,9.6342191696167,288.976013183594,1.01419997215271,59.0022010803223,52.1370010375977,109,16.2154006958008,144.48766,-37.1915
"135","high reliability","Quadrat","place",6133.968997,"watercourse_stream",0.009744538,"Y","Y","N","N",384.600006103516,-0.030799999833107,35,141,119,19,2.52230000495911,0.00700000021606684,0.639664351940155,11.1218872070313,287.47900390625,4.52099990844727,66.4789962768555,20.5046005249023,109,17.4188995361328,144.67635,-37.40636
"136","high reliability","Quadrat","place",4712.221746,"road",0.011925331,"Y","Y","N","Y",9.39999961853027,0.033100001513958,16,95,122,2,1.09519994258881,0.0094999996945262,0,1.76559710502625,269.343902587891,20.1322994232178,66.4904022216797,15.5085000991821,2,17.0559997558594,147.421077,-38.146117
"137","low reliability","Quadrat","rail_station",1687.40704,"road",0.010008331,"Y","N","N","N",48.7999992370605,0.0216000005602837,64,108,106,19,1.56070005893707,0.0570000000298023,0.731378674507141,11.7595767974854,300.339904785156,11.1913995742798,87.0481033325195,19.2108001708984,112,17.0034999847412,145.16694,-37.71278
"138","high reliability","Quadrat","airport",12755.65327,"road",0.002767473,"Y","Y","N","N",82.4796981811523,0.0164000000804663,20,139,127,106,1.70910000801086,0.00870000012218952,0.23442131280899,2.49732160568237,274.1005859375,0.899500012397766,75.1005020141602,64.8994979858398,106,16.8572006225586,141.30694,-37.80333
"139","high reliability","Quadrat","place",4840.163574,"road",0.016785049,"Y","Y","N","N",160.062698364258,0.00419999985024333,30,112,97,106,1.12419998645783,0.00130000000353903,0.315895050764084,6.35274887084961,311.944305419922,-6.42449998855591,66.4244995117187,34.673900604248,106,16.8472003936768,141.68917,-37.00667
"140","low reliability","Quadrat","place",6026.574739,"watercourse_stream",0.00535194,"Y","N","N","N",128.199996948242,-0.164299994707107,17,92,106,12,2.05189990997314,0.008500000461936,0.971539914608002,15.3016443252564,293.212585449219,18.1478996276856,81.5363998413086,33.5093994140625,12,13.211799621582,145.28083,-37.69444
"141","high reliability","Quadrat","place",6720.448213,"road",0.018532051,"Y","Y","N","Y",5.59999990463257,0.00139999995008111,16,154,122,2,0.925400018692017,0.00329999998211861,0,1.76559710502625,271.735809326172,21.5762996673584,67.7358016967773,15.2642002105713,2,18.3250999450684,147.51667,-38.06944
"142","high reliability","Quadrat","mountain",2759.944053,"watercourse_stream",0.001387407,"Y","Y","N","N",357.799987792969,0.0800999999046326,38,91,96,3,2.20849990844727,0.0434000007808208,0.342531770467758,11.3604307174683,301.906890869141,-2.75270009040833,67.7546005249023,31.0114002227783,3,13.8640003204346,142.96636,-37.20241
"143","high reliability","Quadrat","place",2896.648036,"road",0.008500481,"Y","Y","N","N",419.600006103516,0.207499995827675,64,102,114,3,2.39269995689392,0.044199999421835,0.515919744968414,10.9108209609985,284.59130859375,4.24669981002808,63.5091018676758,33.6383018493652,3,13.4256000518799,143.58174,-37.64622
"144","high reliability","Specimen","mountain",459.1496972,"road",5.19e-05,"Y","Y","N","N",190.774505615234,0.00039999998989515,30,112,139,106,1.70940005779266,0.00340000004507601,0.483647853136063,15.7154760360718,314.556793212891,-2.55679988861084,62.5568008422852,39.3848991394043,106,18.1415996551514,142.364444,-36.883889
"145","high reliability","Quadrat","place",10511.14517,"road",0.007623406,"Y","Y","N","Y",1,0,16,95,122,113,0.588599979877472,0.0044999998062849,0,1.76559710502625,273.905609130859,18.0933990478516,69.9066009521484,12.0934000015259,113,18.9197006225586,147.470124,-38.101175
"146","high reliability","Species List for Defined Area","rail_station",1655.325766,"road",0.001649465,"N","N","N","Y",117.599998474121,-0.126499995589256,17,92,118,19,2.04099988937378,0.0261000003665686,1.01585614681244,11.838849067688,291.901611328125,16.9160003662109,85.8187026977539,29.7917995452881,103,14.7621002197266,145.1793,-37.806999
"147","high reliability","Quadrat","airport",4713.61618,"watercourse_stream",0.006613958,"Y","Y","N","N",116.5458984375,0.0392999984323978,37,140,125,6,2.02419996261597,0.016499999910593,0,1.76559710502625,261.750793457031,1.6904000043869,81.1933975219727,77.5953979492188,6,15.3015003204346,141.2735,-38.06863
"148","high reliability","Specimen","mountain",3695.602665,"watercourse_stream",0.020556669,"Y","Y","N","N",315.600006103516,0.950699985027313,3,21,73,3,2.46429991722107,0.0741999968886375,1.63771772384644,12.7646951675415,336.483001708984,14.0732002258301,56.3191986083984,57.2375984191895,3,10.8208999633789,147.43313,-36.0261
"149","high reliability","Quadrat","place",3662.107474,"road",0.004354641,"Y","Y","N","Y",3,0.00730000017210841,16,95,122,2,0.77649998664856,0.00209999992512166,0,1.76559710502625,271.540191650391,22.4598007202148,68.5401992797852,15.4597997665405,2,18.3087997436523,147.55222,-38.06306
"150","high reliability","Incidental","place",3446.123509,"road",0.005994358,"Y","N","Y","N",383,-0.0408000014722347,32,120,123,109,2.52119994163513,0.00920000020414591,0.4367895424366,8.64795303344727,282.609313964844,9.14529991149902,63.0929985046387,23.3197002410889,109,16.5062007904053,144.65361,-37.43722
"151","high reliability","Quadrat","place",7323.924833,"road",0.002702994,"Y","Y","N","Y",8,-0.0129000004380941,16,95,122,2,1.03719997406006,0.00380000006407499,0,1.76559710502625,270.259796142578,20.2803001403809,67.2598037719727,14.7402000427246,2,17.13330078125,147.45194,-38.12639
"152","high reliability","Quadrat","place",4245.043047,"road",0.016388848,"Y","Y","N","Y",10.6000003814697,0.0109000001102686,16,95,122,2,1.13450002670288,0.00249999994412065,0,1.76559710502625,268.723999023437,20.1420001983643,66.7239990234375,15.2760000228882,2,17.1147994995117,147.42278,-38.15028
"153","high reliability","Quadrat","place",3232.18398,"road",0.010244802,"Y","Y","N","Y",1,-0.00270000007003546,16,95,122,102,0.613699972629547,0.00439999997615814,0,1.76559710502625,271.683898925781,22.3160991668701,67.7666015625,15.3161001205444,102,18.7353000640869,147.5525,-38.05583
"154","high reliability","Quadrat","place",3263.820603,"road",0.00916324,"Y","Y","N","Y",0,-0.00740000000223517,10,115,122,102,0.491499990224838,0.00620000017806888,0,1.76559710502625,271.693695068359,22.3062992095947,68.0932998657227,15.306300163269,102,18.5191993713379,147.55278,-38.05694
"155","low reliability","Monitoring","place",4541.078946,"watercourse_stream",0.003575638,"Y","N","N","N",72.8000030517578,0.0522999987006187,64,102,106,16,1.75419998168945,0.0377999991178513,0.268576115369797,11.0102109909058,300.648284912109,10.6302995681763,86.0012969970703,23.3125,103,15.9569997787476,145.31093,-37.6903
"156","high reliability","Quadrat","place",2797.652405,"road",0.010808392,"Y","Y","N","N",343.600006103516,-0.0898000001907349,38,91,105,3,2.44670009613037,0.0373999997973442,1.88838458061218,16.9817352294922,311.719512939453,-5.80249977111816,69.8029022216797,33.225700378418,3,14.984299659729,144.82295,-37.02818
"157","high reliability","Quadrat","airport",10339.34669,"watercourse_river",0.013513387,"Y","Y","N","N",459.799987792969,-1.25020003318787,64,102,139,12,2.48519992828369,0.0421000011265278,0.209911987185478,14.5099010467529,290.352813720703,8.89120006561279,54.1441993713379,71.9205017089844,12,11.3535995483398,142.22895,-37.13493
"158","high reliability","Quadrat","mountain",17482.60811,"road",0.08936864,"Y","N","N","N",118.881797790527,0.000699999975040555,42,50,97,18,0.754499971866608,0.00490000005811453,0.105752192437649,1.95519042015076,330.785705566406,-12.7856998443604,69.0393981933594,13.2143001556397,9,17.2226009368896,141.78619,-36.6001
"159","high reliability","Quadrat","airport",7492.461282,"road",0.024079123,"Y","Y","N","N",105.800003051758,0.00359999993816018,20,139,127,105,1.98619997501373,0.00170000002253801,0,1.76559710502625,255.743804931641,5.25680017471314,79.7432022094727,83.2567977905273,105,16.402099609375,141.29066,-38.13093
"160","low reliability","Quadrat","mountain",13956.06849,"watercourse_stream",0.004348241,"Y","Y","N","N",394.799987792969,0.279399991035461,53,6,139,12,2.35229992866516,0.0658999979496002,0.192589834332466,7.44766044616699,290.798706054687,1.65910005569458,65.4868011474609,53.1925010681152,12,11.7000999450684,142.232292,-37.39152
"161","high reliability","Quadrat","place",1224.112008,"road",0.003413394,"Y","Y","N","N",209,-0.0109999999403954,35,121,81,103,2.08209991455078,0.0109999999403954,1.10537564754486,14.8590726852417,325.291687011719,-5.29180002212524,63.2918014526367,22.7082004547119,103,16.565299987793,144.350473,-36.78874
"162","high reliability","Quadrat","mountain",7743.362176,"road",0.007011784,"Y","Y","N","N",469.600006103516,-0.126900002360344,19,100,114,16,2.57780003547668,0.022299999371171,0.973325788974762,8.64309978485107,290.533294677734,3.23690009117126,55.7630996704102,55.1279983520508,12,13.9266996383667,144.215554,-37.217115
"163","high reliability","Quadrat","airport",6135.046617,"road",0.011624338,"Y","Y","N","N",116.282997131348,0.0333000011742115,26,134,117,16,1.90230000019074,0.0181000009179115,0.312103807926178,6.60081338882446,287.534912109375,-7.51709985733032,78.993896484375,52.2790985107422,109,16.5421009063721,141.31417,-37.65333
"164","high reliability","Quadrat","mountain",1982.780852,"road",0.003018287,"Y","Y","N","Y",206.399993896484,-0.112400002777576,37,140,118,6,2.31730008125305,0.0109000001102686,0,1.76559710502625,250.848098754883,18.1788997650146,90.4961013793945,77.1399993896484,6,12.6925001144409,144.97361,-38.35917
"165","high reliability","Quadrat","place",6722.483564,"road",0.016914573,"Y","Y","N","Y",6,-0.00179999996908009,16,154,122,2,0.945299983024597,0.00120000005699694,0,1.76559710502625,271.882904052734,21.1399002075195,67.8828964233398,15.1170997619629,2,18.4167995452881,147.5175,-38.07083
"166","high reliability","Species List for Defined Area","place",3375.304603,"road",0.009436228,"N","N","N","N",290,-0.0140000004321337,32,120,114,16,2.05920004844665,0.0183000005781651,0.628883242607117,13.0630826950073,292.868286132812,3.95580005645752,66.9997024536133,21.2773990631104,109,17.3066005706787,143.530682,-37.705105
"167","high reliability","Monitoring","mountain",2569.906101,"road",5.65e-05,"Y","N","N","Y",157.800003051758,-0.419800013303757,45,136,118,6,2.20120000839233,0.0339000001549721,0,1.76559710502625,249.373092651367,18.3495006561279,89.9774017333984,75.709098815918,6,12.871000289917,144.95806,-38.37694
"168","low reliability","Species List for Defined Area","place",3895.328565,"watercourse_river",0.009654045,"Y","N","N","Y",99.4000015258789,-0.118699997663498,40,30,124,8,1.93270003795624,0.0608999989926815,0.654216945171356,11.49329662323,295.569885253906,15.9649000167847,84.8123016357422,30.4601993560791,8,14.1233997344971,145.26229,-37.722
"169","low reliability","Quadrat","place",14691.09383,"state_border",0.000622388,"Y","N","N","N",137.992706298828,0.00100000004749745,30,112,98,17,1.72019994258881,0.00749999983236194,0.0877245292067528,1.48419344425201,299.071685791016,-6.07180023193359,72.0718002319336,55.190601348877,103,16.2262992858887,140.97219,-37.22165
"170","low reliability","Species List for Defined Area","place",1981.512547,"watercourse_stream",0.012041428,"Y","N","N","N",132.800003051758,0.313800007104874,53,6,106,12,2.05010008811951,0.0885000005364418,0.788188457489014,10.9482364654541,296.030303955078,15.0299997329712,81.2964019775391,29.6800003051758,12,14.6308002471924,145.296002,-37.607519
"171","high reliability","Quadrat","place",10415.84385,"watercourse_stream",0.018780931,"Y","Y","N","N",246.800003051758,-0.0772000029683113,15,90,112,3,2.00839996337891,0.0107000004500151,0.269776403903961,9.41178607940674,317.303314208984,-20.4820003509521,86.081901550293,23.3197002410889,3,15.705400466919,142.031048,-37.35222
"172","high reliability","Species List for Defined Area","rail_station",1474.318547,"road",0.001094827,"Y","N","N","Y",71,-0.249500006437302,64,102,118,103,1.79879999160767,0.0351999998092651,0.952700316905975,10.8532381057739,293.798309326172,16.0758991241455,85.3876037597656,28.7542991638184,103,15.6099004745483,145.20809,-37.814413
"173","low reliability","Quadrat","place",3375.015748,"watercourse_river",0.004359682,"N","N","N","N",165.600006103516,0.000500000023748726,48,48,101,18,1.35090005397797,0.00150000001303852,0.347246795892715,7.85910320281982,325.080810546875,-13.1998996734619,74.0808029174805,23.4930992126465,103,16.4689998626709,142.49861,-36.88917
"174","high reliability","Incidental","rail_station",4554.915973,"road",0.009875488,"Y","N","Y","N",422.200012207031,-0.0663999989628792,32,120,123,16,2.56719994544983,0.0125000001862645,0.508597433567047,8.60258197784424,280.951110839844,10.2020998001099,62.8019981384277,28.6870994567871,103,15.7095003128052,144.63028,-37.42639
"175","high reliability","Quadrat","place",6709.080102,"road",0.017140276,"Y","Y","N","Y",6,-0.00179999996908009,16,154,122,2,0.945299983024597,0.00120000005699694,0,1.76559710502625,271.882904052734,21.1399002075195,67.8828964233398,15.1170997619629,2,18.4167995452881,147.5175,-38.07056
"176","high reliability","Quadrat","place",4306.75461,"road",0.016037821,"Y","Y","N","Y",9.19999980926514,0.00989999994635582,16,95,122,2,1.08749997615814,0.0082999998703599,0,1.76559710502625,269.076293945312,19.9125003814697,67.0762023925781,14.9238004684448,2,17.0589008331299,147.42306,-38.14972
"177","high reliability","Species List for Defined Area","airport",4531.450317,"coast",0.005408766,"Y","Y","N","Y",27.3999996185303,0.0270000007003546,57,145,132,113,1.44309997558594,0.0208000000566244,0,0,254.528396606445,23.4715995788574,92.5283966064453,82.4716033935547,113,16.6100006103516,146.3039,-38.9119
"178","low reliability","Quadrat","place",6197.385485,"watercourse_stream",0.004885642,"Y","N","N","N",118.400001525879,-0.377700001001358,64,102,106,19,2.01279997825623,0.0324999988079071,0.898732960224152,12.7624654769898,294.545806884766,16.834400177002,82.5707015991211,31.7287998199463,8,13.4428997039795,145.27954,-37.6956
"179","high reliability","Species List for Defined Area","airport",11777.01378,"watercourse_stream",0.012047104,"Y","Y","N","Y",16.2000007629395,0.0211999993771315,16,95,122,103,1.26909995079041,0.00930000003427267,0,1.76559710502625,270.614196777344,11.3858003616333,72.5562973022461,10.3950996398926,103,15.9590997695923,147.27121,-38.2638
"180","high reliability","Quadrat","place",5755.356431,"road",0.03959549,"Y","Y","N","N",70.1999969482422,0,20,139,125,106,1.55509996414185,0.00410000002011657,0.207912266254425,3.36189842224121,263.677886962891,2.32209992408752,82.6779022216797,58.3221015930176,106,16.4372997283936,141.83561,-38.11238
"181","low reliability","Quadrat","mountain",1501.377045,"watercourse_stream",0.005698864,"Y","Y","N","N",210.800003051758,-0.723299980163574,53,6,139,112,1.8507000207901,0.110399998724461,0.548881947994232,10.6856784820557,315.323089599609,-4.97779989242554,64.5261993408203,40.8703002929687,112,14.3685998916626,142.35391,-36.8908
"182","high reliability","Quadrat","airport",11627.68253,"watercourse_river",0.005821712,"Y","Y","N","N",46.8157005310059,-0.376800000667572,37,140,117,103,1.24310004711151,0.0306000001728535,0.132806479930878,2.64575529098511,282.392395019531,-1.14069998264313,75.2994003295899,58.0046997070312,103,13.4336996078491,141.26072,-37.68014
"183","low reliability","Quadrat","place",664.7672282,"watercourse_river",0.003300354,"Y","N","N","N",179.967407226563,-0.0229000002145767,37,140,127,105,2.02010011672974,0.0125000001862645,1.04401445388794,8.7046070098877,290.354705810547,-1.86860001087189,67.8685989379883,58.1321983337402,105,16.2359008789063,141.22342,-37.3685
